,B3LYP,B3PW91,B97-1,B97-2,B97-D3(0),BLYP,BMK,BP86,HCTH/407,HSE-HJS,M05,M05-2X,M06,M06-2X,M06-L,M08-HX,M11,M11-L,MN12-L,MN12-SX,MN15,MN15-L,N12,N12-SX,OLYP,PBE,PBE0,PW6B95,PW91,revPBE,revTPSS,RPBE,SOGGA11-X,τ-HCTH,τ-HCTHh,TPSS,TPSSh,B97M-V,B97M-rV,ωB97X-V,ωB97M-V,B3LYP-D3(BJ),PBE-D3(BJ),PBE0-D3(BJ),PW6B95-D3(BJ),SCAN-D3(BJ),SVWN5,HF,revPBE-D3(BJ),M06-L-D3(0),B2PLYP-D3(BJ),DSD-PBEP86-D3(BJ),PWPB95-D3(BJ),revTPSS-D3(BJ),M11-D3(BJ),M11-L-D3(0),M06-D3(0),M06-2X-D3(0),N12-D3(0),N12-SX-D3(BJ)
MGCDB84_NBC10_166,7.48465043,6.73159397,5.4256207,7.38826064,1.20186672,8.93061724,5.45695513,6.08144336,9.69377641,4.25030099,5.2024241,1.98463364,1.8340943,1.36362369,2.23436234,0.80954485,1.56024859,2.74467948,3.4347781,3.95715993,1.63179615,4.45377295,5.74155648,4.37669213,13.37321401,4.43979706,4.28585863,4.36833258,3.84334853,9.14791518,4.77429081,9.23710851,5.34093955,7.26364942,5.22345069,5.59931056,5.488319,1.76356593,1.62883738,1.79286655,1.200352,0.456921683,0.002855671,0.104612905,1.67748293,0.020643744,4.660563893,13.29415371,0.227876451,1.77752255,,,1.101250751,9.8891104,2.5070781,5.5229881,2.9741401,1.758854,12.7105459,8.5705168
MGCDB84_S22_15,6.652969008,7.046909557,4.506748968,6.667435423,0.414736914,7.817000636,3.957563195,6.781968395,6.684647005,4.709669664,3.689119588,1.428599948,1.54433347,0.289284162,0.895227478,0.637912438,0.962071923,1.614574876,0.503755614,1.375280027,0.047774911,1.888783554,7.478523581,4.72908531,10.8993327,4.878596916,4.743589564,3.304196915,4.495219798,8.036689767,5.291756261,7.530027866,4.509814351,7.096748432,5.277928148,6.141922824,5.981683002,0.306040924,0.110041909,0.347316366,0.067443,0.168643978,0.435435622,0.342152012,0.322593682,0.125465477,0.227649693,8.379972227,0.295104377,0.437222219,,,0.081854306,0.1008575,0.0452432,1.1759702,0.0218711,0.0890849,0.1338382,0.0473222
MGCDB84_S66_26,8.944686329,9.869827224,6.297059466,9.442170025,0.451121297,10.92251288,4.982013347,9.702118094,9.791303509,6.500364512,5.086033651,1.373870996,1.755166664,0.054516956,0.893429203,0.852850925,0.935963742,2.518174855,0.908023505,1.979873298,0.044548094,3.36884675,10.12406006,6.040596647,15.50068803,7.101113242,6.533563593,4.607541405,6.632913595,11.74041541,7.728606364,11.04000983,5.992412577,10.61220334,7.524113945,8.966401985,8.577611657,0.101910239,0.42507236,0.109504171,0.416949,0.51870442,0.923355053,0.462146369,0.533593985,0.60853623,0.58911389,10.077612,0.010206901,0.185229607,,,0.408844219,0.5369453,0.4362541,1.6467655,0.5397718,0.6474753,0.8517501,0.3446149
MGCDB84_Shields38_12,3.0976169,5.96049383,1.04535863,7.18351826,1.6623958,5.42975665,3.19907308,3.55731348,8.31219644,0.05385892,1.04953991,1.56737274,0.99357931,1.47956339,0.79327545,0.5730776,0.34819376,6.07006992,5.66871484,3.93048755,0.62508164,6.4249785,2.34407363,1.48696154,17.977268,0.69670293,0.27063948,2.84391356,2.35561911,10.20458129,2.59537185,9.57902335,2.5741247,4.45601929,1.94082717,2.62312892,2.80661308,0.38036071,0.19189131,0.31231917,0.246984,1.77083266,3.89010301,2.51840239,1.32157443,5.05586399,22.18519379,13.02800959,2.87082754,0.45833204,2.365015001,2.326582891,0.758030365,0.9719478,0.0219205,3.4256466,0.1269823,1.7573303,4.3310408,3.863677
MGCDB84_SW49Bind345_31,4.66786517,6.06115878,3.08083818,6.2817214,1.19590282,6.66020407,2.6557468,5.69381735,7.52511108,2.82426416,2.3528169,0.15909759,1.2638255,0.32505968,0.94919048,0.518009,0.97637965,3.65826056,2.88055202,2.60117054,0.52316756,2.09446999,5.17947668,2.11918125,12.75702249,3.38013454,2.91052683,3.11527546,2.64941774,8.72479674,4.27145619,8.32265966,2.79273062,6.49566644,4.11097039,5.11591581,4.80125625,0.43866067,0.28749733,0.77150821,0.648186,0.15188806,0.48689101,0.25350543,1.48382652,1.09367496,6.33292493,7.02000566,2.47904744,0.44598744,8.781766347,15.33574433,0.662075589,0.9786404,0.5135604,1.0416735,0.354634,0.7736094,1.2667288,0.4005811
MGCDB84_BDE99nonMR_75,6.2832714,4.8177227,1.0611533,1.0402912,6.8146528,8.37765114,0.1841896,4.0130409,6.8949317,2.5995401,4.6380285,0.7235908,2.6189764,0.4261235,3.9867546,0.4653758,1.4114533,3.7457516,1.3236955,1.1790283,1.0365031,3.8892111,1.2291039,0.2942087,7.3002314,1.8989366,2.5592989,1.0114121,1.8570848,7.88703378,6.7448381,8.48415029,1.2150395,6.5687274,2.3345845,7.89290526,7.63842185,1.6772603,1.6427988,1.0525929,0.735999,4.0343271,0.5464358,1.4058834,0.3882849,8.5881833,16.529855,33.40512012,4.4754501,3.9539906,1.395658859,1.628004219,0.950625999,8.266811,1.5333469,4.4472816,2.7602412,0.4523095,2.858977,1.2802199
MGCDB84_3B-69-TRIM_27,4.80758338,6.08604682,2.70568321,5.84656015,1.08120159,6.99245173,3.74097323,5.93959044,6.15595295,2.57102029,2.21766449,0.39767515,1.00606193,0.29647588,0.81780851,0.46455053,1.07728708,2.42491286,2.93537873,2.55183105,0.48427146,1.1570606,5.34118558,2.2537417,12.2133206,3.25376688,2.6640541,2.92458406,2.4719464,8.50513297,4.66570781,7.873177063,3.21738721,5.51172503,3.7666587,4.95584863,4.58857472,0.16029364,0.02052686,0.00723257,0.010261,0.65819232,0.44017108,0.86905835,0.61072551,1.18729291,6.17662667,6.60480617,1.38746131,0.16124084,,,0.909521382,0.4528383,0.2346115,0.0430989,0.5867944,0.2886323,1.2806659,1.276398
MGCDB84_3B-69-TRIM_47,6.24796864,7.92740827,4.295078,8.30236396,2.08335619,9.0122022,5.85504553,7.46783456,9.54944214,3.49101789,4.31051116,2.24076846,3.70530993,2.25028822,2.59455349,2.69990009,3.75629803,4.88946862,6.15723585,5.23016316,3.53872681,6.38359151,5.41786845,2.5438307,16.53962387,4.30589087,3.63065789,5.20455632,3.19426908,11.75196058,6.5764073,11.23566038,4.66184984,7.36722175,5.23562018,6.50456443,6.07938031,0.59474835,0.36587669,0.85070904,0.695283,0.88202052,0.49950295,0.96968009,2.10174043,1.17850615,9.85889777,10.60540647,2.35434149,1.55932265,,,2.421361705,1.1077542,2.4012802,1.63377,1.6487872,1.3125639,3.2628338,2.1268066
MGCDB84_H2O16Rel5_2,3.961027826,5.012023972,3.085643289,4.981687402,0.849385355,4.958446333,2.024949639,4.718050393,6.772182033,3.667767662,1.177820759,0.393355411,4.785804881,2.271217123,2.758468523,1.294756681,1.691681603,1.531946487,3.512059052,1.806984653,1.379840192,6.387647377,5.392698469,2.381104989,8.69514963,4.27097648,3.659273066,2.355205539,4.493255656,6.460002457,4.059418806,6.391262055,0.162080384,7.50563164,4.215045366,5.767753681,5.37738548,0.462953682,0.57890426,0.519321138,0.044136,1.060635455,2.416470537,2.054311923,1.608569988,0.238190233,1.164765173,2.647202903,2.207085344,2.529154037,1.010381218,0.789937894,1.259698155,1.9541512,1.6938151,3.2655279,5.4548613,2.0163418,1.1147437,1.1013255
MGCDB84_BSR36_22,8.4821393,7.09692921,7.466455938,8.002350933,4.959957906,8.817386564,3.359555168,6.406030081,9.02997599,6.226550629,7.32640592,2.117161094,2.233478012,2.885095047,4.254331443,2.201251509,1.34505502,1.606207154,0.061555873,2.951917906,0.29324923,3.23758273,6.752488681,6.461292646,9.21200313,5.929523902,6.123309754,4.384876637,6.185775188,7.831515927,5.401121307,8.141449646,6.965854021,10.3610044,7.330299177,7.499679993,7.421164247,0.438641643,0.32456211,2.079837206,0.721277,3.35091762,2.813810732,3.114777982,2.395537065,1.866088785,0.860469029,11.23567094,1.567664551,3.906706045,1.502438853,0.483714413,1.35667495,1.7601886,0.7978295,0.0440725,1.3396856,2.5931904,2.3901402,3.3581728
MGCDB84_HNBrBDE18_7,7.33795445,5.26580663,3.33059068,4.08771992,6.47714825,6.30154469,3.46894177,0.99735185,6.7584968,3.68441323,8.62166751,2.63398523,3.14100023,3.37390646,5.60493209,0.0844655,0.91677912,3.22389367,6.25460592,1.78613656,2.01504531,3.73757596,2.06179537,1.56170283,7.44556969,0.73870853,3.767406,3.05623398,1.09460676,5.84198956,2.39554473,6.65614216,5.06740363,5.51941221,2.94633542,4.17707915,5.61800588,3.92611784,3.77378037,2.12697016,2.179401,4.66650165,2.15395749,2.468725,2.19344636,4.49647025,20.68759108,42.61372441,2.42699099,5.59935269,,,0.844732665,0.7325141,0.6730797,2.4901976,3.0890237,3.3698716,3.6807498,0.2032023
GMTKN55_ADIM6_5,6.96,8.03,3.96,7.13,0.53,5.63,4.97,7.76,5.58,4.73,2.58,1.54,0.26,0.64,0.25,1.02,0.33,0.6,0.23,1.59,1.89,5.83,8.66,4.85,11.83,4.74,4.82,2.73,4.3,8.62,5.82,7.57,5.51,7.27,5.7,6.49,6.34,0.249368332,0.480002668,0.29,0.101904,0.24,0.29,0.09,0.27,0.15,1.285713858,8.007307887,0.43,1.39,0.27000043,,0.27,0.0946267,0.9857734,2.4102548,2.7115208,0.3837056,0.1056906,0.1805263
GMTKN55_BSR36_23,7.05,6.1,6.43,6.63,4.18,7.36,3.66,5.18,6.87,5.29,5.9,2.13,1.87,2.65,4.23,2.63,1.98,1.25,0.62,2.84,0.19,2.99,4.8,5.49,7.08,4.74,5.03,3.82,5.01,6.28,4.63,6.56,6.1,8.67,6.34,6.47,6.53,0.230057402,0.337464712,1.57,0.318522,2.58,2.01,2.36,1.62,1.22,0.323347669,9.701822021,0.94,3.88,1.87000298,1.210001928,1.62,1.4341594,1.4481108,0.1354646,1.0278704,2.3510673,1.0556601,2.6877582
GMTKN55_DARC_2,7.68,1.34,0.06,0.16,9.42,0.95,1.92,2.66,6.75,5.83,1.53,2.72,2.32,0.18,2.03,1.79,0.44,0.34,0.75,0.64,0.33,0.35,2.39,7.79,8.64,1.11,7.05,0.93,0.91,6.09,3.1,7.06,4.78,4.88,0.36,4.64,1.84,1.669677353,1.731340125,6.56,2.094104,2.81,3.98,9.57,0.12,6.35,19.71918217,7.666068367,0.88,1.95,2.520004016,2.290003649,0.12,0.1696294,0.1217965,0.607137,1.9718266,0.2461897,4.7242205,10.0995532
GMTKN55_ISOL24_17,11.84,3.43,6.8,3.76,13.49,5.54,0.64,8.64,7.72,0.89,4.02,0.24,0.62,0.81,4.1,0.79,3.12,5.68,5.25,3.49,1.28,0.61,5.08,1.01,8.31,5.61,0.8,2.82,6.64,8.82,4.99,9.53,0.48,9.88,7.35,8.34,5.51,3.872095824,3.844048198,6.67,3.067718,10.35,4.67,1.65,0.93,3,4.436605347,5.417477842,6.72,4,6.25000996,0.230000367,0.93,3.9227954,3.317521,5.148023,0.8106874,0.909366,3.7616726,1.806083
GMTKN55_PCONF21_11,6.12,6.76,4.19,6.49,0.25,5.44,3.45,5.97,7.02,4.67,3.94,0.96,0.03,0.44,1.01,0.04,0.08,1.13,1.56,0.49,0.63,5.03,7.03,5.04,10.14,4.49,4.78,3.03,4.26,7.19,4.33,6.72,4.14,7.35,5.07,5.49,5.55,0.83312068,1.0752483,0.27,0.718739,0.04,0.47,0.88,0.18,0.31,0.6974317,7.175564787,0.48,1.66,0.040000064,0.240000382,0.18,0.3027797,0.8862697,1.6002477,1.7067982,1.0132985,0.3398234,1.0449326
GMTKN55_WATER27_19,1.42,4.19,1.43,5.93,0.31,0.18,4.66,1.02,6.78,4.25,1.01,3.96,1.75,2.84,2.08,0.07,0.07,10.22,9.14,6.4,1.27,12.67,2.67,6.22,18.78,4.76,3.11,2.06,7.68,9.72,1.23,9.06,2.72,0.33,1.1,0.37,0.07,1.197890297,1.403885013,1.84,3.003295,4.76,8.88,6.76,1.61,8.36,36.8664141,17.53597294,0.56,1.42,2.840004526,2.610004159,1.61,3.3645832,0.4801748,7.3072162,0.039103,3.4119682,10.4044626,9.4276064
MN_MR-TM-BE13_13,0.087049894,6.357283414,3.600569872,5.079334802,2.434156257,20.72672703,12.27609107,30.07525238,47.61493478,1.594059821,3.258252668,24.36920858,3.320778041,21.54887069,0.188813981,16.81495924,7.504222778,11.63538248,13.18056328,24.1872715,8.981018774,0.109816486,22.28941137,4.367763756,15.04336358,31.09099524,1.534492964,2.103348144,31.73837205,22.47891821,17.55721358,20.11767721,22.85690065,1.119915903,0.752245516,19.13651016,8.012644124,0.258472714,0.318208433,6.683422594,0.79258,1.218925528,31.65401514,2.067323406,1.70946702,2.874256656,73.80963532,105.8437189,23.81230581,1.721191638,6.747899206,1.117967687,0.426265397,18.0612756,7.5926257,11.6345978,3.3207708,21.548905,22.2911851,3.9336851
MN_IP23_20,5.518816153,5.060107074,3.656758497,6.942709375,0.548568368,7.316001929,3.057976859,12.83808113,4.987943539,3.315004545,14.96809768,8.783368975,3.62775503,6.594617583,6.452800548,8.258143942,34.03997872,12.87598267,2.325673856,37.82792606,1.712271258,0.480245188,1.900222754,11.03399275,0.023719841,9.119462795,2.333580469,0.871484499,10.88903817,6.83282,4.157121623,6.58746398,0.80459204,1.115208995,0.035893515,4.51040919,2.063751599,15.1542038,14.92354454,30.07911348,6.065989,5.518816153,9.119462795,2.333580469,0.871484499,13.2008373,15.63237871,42.839307,6.83282,6.452800548,,,,4.1571283,34.040033,12.8760032,3.6277608,6.5946281,1.9002258,11.0340103
MGCDB84_H2O20Bind4_2,23.0487537,40.3296126,10.3165103,47.5051052,8.8084258,35.3421587,26.0847618,24.1435928,52.2180797,5.4232603,9.9637932,3.7718174,10.6603032,2.3808974,7.2699979,5.1000937,9.654197,36.6093179,42.619724,28.7888745,2.3532397,40.8951511,21.3155658,2.2382868,110.2449474,0.7962214,6.7362042,23.579214,9.8294561,63.5684253,19.3758781,59.5961286,21.8377809,29.679143,15.8745082,19.3611052,21.0846368,3.1215865,1.6771399,1.8048604,1.077664,11.9812096,24.5903377,14.7572229,10.7667634,29.0099009,127.0374534,85.285667,13.3369998,2.3903449,,,,7.1792862,5.923794,19.822856,0.7232497,6.6966094,24.3763138,21.6097908
MGCDB84_H2O20Bind10_10,29.4828898,45.4805432,15.8578239,51.389746,16.6729143,50.7664735,25.9636353,37.0958154,63.3494374,8.344882,12.0560047,3.0442622,8.7847912,3.0935269,6.4948198,3.9810441,9.7803781,28.7598298,41.5303839,30.6699232,6.5959935,46.6475136,17.6270415,3.6068449,125.3501128,11.6005784,9.5592474,25.0029681,1.5083921,80.0694848,31.2575589,76.8864298,20.1255876,38.3743681,21.0044081,31.1592066,29.1323132,2.8975719,1.3840545,1.0985267,0.951842,8.7240076,14.2120193,13.6230279,11.3671293,28.5327838,122.2520513,78.0977414,24.7921451,1.6381235,,,,2.4521222,5.9229736,10.3346344,2.9790949,7.3853057,31.835822,24.3049406
GMTKN55_WATER27_14,22.49,38.77,7.6,44.91,6.81,13.87,24.27,22.07,49,0.55,7.1,6.1,10.4,3.48,6.98,2.36,7.43,35.71,41.29,27.13,0.16,39.87,18.21,4.61,107.97,3,5.04,22.02,13.03,61.34,16.48,57.28,20.03,26.64,13.06,17.15,19.17,4.208280667,5.653433059,2.84,9.924836,12.54,26.79,16.45,14.15,30.59,136.3785252,81.96381117,11.1,2.1,6.100009721,6.340010103,14.15,10.075158,3.699597,18.9235444,0.9835466,7.795712,27.4818733,23.9814978
MN_SR-TM-BE17_1,12.33815628,16.10825294,0.611931991,2.621587295,2.546756846,8.471895117,5.430182742,5.386400734,5.621450545,13.77359567,2.450065945,10.60232904,5.827943677,10.24485348,10.54999102,0.456685715,6.745578953,15.19423408,15.01602152,28.98728225,1.654141609,0.26359045,5.382997125,14.35456428,14.13371179,5.360490887,13.26807693,10.09208821,4.599601084,13.64510818,3.898854254,13.41101344,5.436873793,3.521910303,0.18899218,5.086982304,8.460151914,,,0.463926063,,10.45346437,4.350571628,12.17722783,9.193614554,5.208115363,,45.22117896,11.58821525,11.63565689,3.832730846,0.636954031,1.802083212,1.9217741,6.1837872,15.3903109,5.774006,10.2495447,4.9166598,16.3574578
MN_SR-TM-BE17_9,6.155235781,7.395193565,0.074937125,0.725438055,13.35841159,1.490961384,1.140811362,0.229668294,4.56199043,6.640300238,3.741836167,0.598643586,0.493849583,11.99797208,3.669045123,7.99446466,13.69852147,2.297310449,7.844490009,12.76541559,2.524625584,1.481247545,3.888045764,4.511162201,9.605280263,0.779993687,6.947152139,4.614073677,1.148968979,4.332322136,2.061994574,4.824289192,3.178333085,2.200674063,4.182347485,0.574170735,3.552955958,0.497749991,0.64341811,6.585172192,3.16246,4.715121451,1.487083378,6.175767876,3.911251047,0.52929355,12.04629027,39.30110498,2.871951816,4.508608239,2.717590877,3.058609325,3.322307852,2.8368585,13.3661894,2.2663277,0.4935931,11.9979787,3.954844,5.4092414
MN_4dAEE5_4,5.141030635,1.768728243,13.41001166,16.60894586,17.38445914,4.533884302,7.163761971,2.10143979,12.60719547,0.785195737,20.35817409,13.81080793,12.86646336,13.56580332,15.62884583,9.093427447,7.482913048,31.67404388,20.53489945,31.04339734,5.809227318,3.34565836,12.77967887,3.059156576,9.125035075,1.020254333,1.568891727,6.075874718,1.110898008,1.934039214,5.202200212,2.672554555,7.653608046,23.06808425,14.88179637,5.247481262,5.263219187,46.13424306,46.03029519,55.12522558,8.311554,5.141030635,1.020254333,1.568891727,6.075874718,40.46183228,,27.09121488,1.934039214,15.62884583,,,,5.2022085,7.482925,31.6740944,12.8664839,13.5658249,12.7796992,3.0591615
MGCDB84_EA13_6,0.5280902,2.5026585,2.77334401,3.83374722,1.82409412,3.35032497,4.12568108,5.98085986,7.16782357,5.17470678,4.06611179,1.71697808,3.64684728,3.35214064,7.84396252,0.67783295,0.00559357,7.98752621,12.27350552,5.96209911,3.02304617,4.03969427,3.8415422,5.23021201,0.27423996,3.46688135,5.10023031,2.44295098,4.60057515,1.08559217,2.93922653,1.46104027,4.72262227,3.55655836,0.67010263,1.95366833,4.83216899,3.54453794,3.47246214,3.06674443,2.306408,0.5280773,3.46687365,5.10023687,2.44295415,5.17521058,12.75465912,48.34562808,1.08557097,7.84396253,7.644928358,8.179599503,9.976945021,2.9392328,0.0055936,7.9875388,3.6468473,3.3521406,3.8415673,5.2302183
MGCDB84_HAT707nonMR_64,3.19546741,2.15414997,0.30273823,0.47460629,0.01295165,8.5605068,2.81856142,11.1217262,1.60252332,1.50022219,2.32499865,7.20496075,2.91586737,3.71884515,3.7308853,8.92863052,3.68444195,3.70653348,3.36706571,8.52548647,3.08125126,3.81840757,8.17786303,6.78484446,2.8909984,15.5707342,1.6273233,2.46723792,14.643329,8.2425241,2.46677281,7.3305731,6.25776867,1.15365685,0.25086151,1.61362044,7.38213932,3.61849848,3.59609407,5.81600983,5.710787,2.85765917,15.7498704,1.47379851,2.37558453,3.11534639,29.797022,65.79085843,8.7125306,3.7308853,0.833688854,3.555349027,0.550856248,2.6713784,3.7041771,3.706546,2.9158674,3.7188452,8.1778819,6.9283181
MGCDB84_HAT707nonMR_227,1.10614451,3.0753281,1.8790696,4.34032884,2.71833477,10.98967817,6.15144795,8.37420672,2.27693886,4.54017266,9.05693578,7.45212799,10.12853558,5.96541416,6.39751193,6.27088459,2.99157378,5.40435264,11.01047376,8.2207997,7.71924109,8.66325923,15.30281946,12.17386928,3.13898488,7.23354354,4.57902347,4.31222576,6.8962612,6.10575172,2.75130964,6.30467681,7.40271595,1.47445417,1.99139424,2.92958371,1.49585538,9.48310164,9.4877582,3.77066536,6.107504,0.46093314,6.90903444,4.8810076,4.52464394,2.77619765,6.03527274,33.00853439,5.33760967,6.39767847,0.919328099,8.965401419,4.698954654,3.1365625,2.9310756,5.2919532,10.1265652,5.9652949,15.0597538,11.8448287
MGCDB84_HAT707MR_265,5.89384616,3.66140795,6.28695432,4.90370802,4.43506041,8.06509731,7.75841992,6.25085496,2.72679994,2.8063977,1.69105977,4.1062943,0.50218523,6.28487896,0.10985606,6.30594916,2.1122017,11.142721,4.23977488,0.07726539,4.48799459,3.24155053,2.4856662,0.44627982,5.53772881,5.51196434,2.88345794,4.2197248,5.29613483,5.1511743,0.94852242,5.09257972,5.25951971,2.0582389,5.08862246,2.05298652,1.40913711,0.32672836,0.35923825,7.61226217,4.882159,5.32244071,5.20251241,2.61622738,4.06148254,1.74200474,8.33904994,2.69960565,4.35375771,0.110088,0.795091699,3.502737033,0.240309916,0.5942371,2.0777389,11.262092,0.5049274,6.2847095,2.7443254,0.1978867
MGCDB84_HAT707nonMR_302,1.07843025,3.56094531,1.08577444,2.49715343,2.02568787,1.43109645,1.30287461,0.56105541,3.02080465,4.71510904,4.367603,0.93496021,3.25722946,0.81378222,9.3638391,3.99176757,5.52794715,6.99521331,9.49457731,1.80974978,3.32277471,5.76003717,11.34597488,5.7295178,1.74712734,0.28612703,4.45840965,2.03255983,0.18915655,2.34316618,5.77269429,2.64458352,2.0777242,3.95928207,1.51599746,5.54489008,6.69384309,7.89396292,7.89126136,2.9967981,2.078796,2.23734898,0.88113728,5.01909282,2.41638949,5.63908678,7.39695653,21.35991888,3.776094,9.36406783,2.665052141,3.943500526,2.860725746,6.4857892,5.4083753,7.177787,3.2599403,0.8136128,11.7404333,6.3470055
MGCDB84_HAT707nonMR_466,5.407543778,6.576057958,3.861805964,3.436218103,3.74355804,1.46508319,7.176451015,1.032325029,5.842611739,7.959865376,4.258313341,1.583974341,4.324871956,2.454775737,5.355942919,2.788827533,3.684333288,6.56574869,1.871353822,1.260443015,0.099017308,0.484553183,1.753355492,4.895237994,1.997133498,2.678554473,8.062743048,3.464356758,2.634404599,3.043077691,4.27588731,3.162765025,5.305225906,4.112225051,4.331591391,4.104869385,6.124314559,2.40369979,2.391215865,5.129200958,1.120098,5.674682106,2.906807522,8.238354267,3.501484495,6.777302434,1.732581539,32.21093241,3.662717094,5.365131337,3.443767373,3.881737215,2.119444406,4.5200824,3.6699696,6.3084386,4.404164,2.4614336,1.1346504,4.9710662
MGCDB84_HAT707MR_484,1.2352592,1.77399807,2.57729513,3.23600968,5.56557209,4.97419341,8.00457999,4.07790233,4.99224836,2.58734991,1.51211081,9.31606205,1.84665181,6.18834869,1.72738515,8.28559312,7.20933357,6.40859499,2.52867563,7.47409695,4.80270304,0.76719861,3.87482953,6.13596551,3.50757614,4.31762457,2.70833374,4.94474622,3.94263073,5.31622713,4.26754273,5.71526048,5.55461222,4.2444367,0.90250917,3.81868361,0.94104032,1.53340772,1.51811267,4.8320794,4.615518,1.36083384,4.28551491,2.74485412,4.99205289,0.52796714,0.45124524,3.94497931,5.24514813,1.7302552,5.618298769,6.248236439,4.296517187,4.2236485,7.2268724,6.2653284,1.8191983,6.1862716,3.5446343,6.2044267
MGCDB84_HAT707MR_513,3.869208391,1.626551436,3.670600128,1.603704819,1.09557485,2.728156412,6.553824994,0.155978969,4.48213501,1.348282286,3.500678651,3.950602084,0.166522886,5.016892331,1.351911612,7.102716589,3.323007996,3.438384339,3.894486419,6.941529291,5.622414776,1.418255368,1.860472608,3.751022938,1.50293401,1.324209013,1.361142026,3.759875968,0.993623078,0.197441095,2.489463595,0.520633588,4.53772501,2.446495635,1.98095964,2.471167426,3.283507779,0.902845734,0.891350701,3.737367265,4.127758,3.620720893,1.470885302,1.238686233,3.696629711,0.55490204,6.584237179,25.58136653,0.192548112,1.352140765,2.534349338,5.451084469,0.875697255,2.3244601,3.3116313,3.5556469,0.1692337,5.0167229,1.6063691,3.6498748
MGCDB84_TAE140nonMR_11,0.703799,0.8467162,5.4573138,3.9863606,0.5081996,3.3868396,0.7600022,9.3762175,3.056198,2.6774902,0.8434281,1.8867655,0.673445,2.771134,2.1755086,1.5287918,0.6368776,4.7438165,0.982328,4.255706,3.8595621,4.1095459,4.5545744,4.9171178,0.7683689,0.4720491,2.6556885,0.4323357,0.9095,8.7121411,3.0759799,9.639822,2.673184,2.4406488,4.7904788,4.6731441,4.4460712,0.0009175,0.0230326,1.4440143,0.573656,1.9046152,0.2714082,2.0771249,0.1670656,0.6710478,41.8510453,92.1532624,6.5435423,2.1753829,0.018606445,0.346260669,0.885009379,2.2675224,0.5965225,4.8041201,0.6749322,2.7712219,4.6853222,5.3396886
MGCDB84_TAE140nonMR_36,2.3413789,3.1036893,3.6603642,2.8810697,1.1814731,0.5813792,3.2207141,3.0804123,1.6587107,4.6852863,0.9793849,1.2434057,0.8564973,2.3976435,6.7610909,1.3485729,1.757584,5.1028857,1.8237193,1.5570154,1.0068692,3.5971446,1.5638976,1.9581003,1.404812,0.3584055,4.7164717,2.393408,1.0084686,3.5201673,4.4955142,4.1767904,5.6932265,1.1289981,2.2375267,2.6140659,4.0398295,4.1156882,4.10136,3.0011685,1.784762,2.2284304,0.4294703,4.6619291,2.3692347,4.5240171,20.4295756,44.66247944,3.3093889,6.7610906,1.762665438,2.027458827,2.339845856,4.5722711,1.7541076,5.1030865,0.8565036,2.3976435,1.5634583,1.9966607
MGCDB84_TAE140nonMR_120,2.18448937,2.52313108,0.2616233,1.69558047,6.34682912,9.74024949,6.99792116,13.13489127,7.73663562,4.44754176,10.58695296,9.4959955,5.74792744,6.26170518,2.63546903,5.52065793,3.09901977,10.78501937,1.2938731,1.20550854,0.31350064,1.23356618,6.66640901,0.72407685,6.9700746,13.71713173,4.5711595,3.20251428,14.10558684,6.82489093,8.18298727,5.87028915,9.3693735,7.98802359,2.62253975,6.86180844,0.06400261,0.78179825,0.75542226,1.84073207,1.889434,2.0113619,13.82219686,4.4886012,3.16364464,1.82045702,38.69017882,76.34591053,7.12954773,2.63546531,2.963194609,3.639241488,2.077463225,8.0680778,3.1051129,10.7873035,5.7479714,6.2617052,6.6614642,0.7859994
GMTKN55_G21EA_13,1.29,2.19,2.59,3.67,2.05,12,3.87,5.43,7.12,4.88,4.07,1.34,3.62,2.97,7.71,0.52,0.2,7.95,12.39,6.03,2.66,3.92,3.96,5.06,0.39,3.69,4.77,2.15,4.53,1.27,2.92,1.65,4.61,3.57,0.82,1.73,4.56,11.57423677,11.5295381,2.65,8.500516,1.29,3.69,4.77,2.6,5,4.487605764,51.34719425,1.27,7.71,0.220000351,0.990001578,2.6,2.9200126,0.2,7.9500126,3.62,2.97,3.9600251,5.06
GMTKN55_G2RC_14,0.75,4.68,5.37,4.85,5.97,9.73,4.28,2.55,2.78,9.23,1.25,3.02,7.26,0.4,14.21,7.8,7.1,7.2,9.1,3.78,1.83,4.26,4.47,13.71,6.94,0.7,9.85,2.55,1.08,4.69,3.65,4.95,10.54,1.07,2.91,0.32,3.61,4.665667874,4.661737528,7.61,0.656601,0.53,1.46,10.47,1.35,5.91,13.82774839,14.49565872,2.59,14.21,0.900001434,2.840004526,1.35,2.8007544,7.1461721,7.5868342,7.2777146,0.4010856,5.3150852,14.1915755
GMTKN55_ISOL24_1,4.45,0.38,0.07,1.53,3.36,6.18,7.61,0.35,9.98,0.95,11.92,7.13,3.34,2.98,1.33,5.71,5.66,1.36,0.27,1.03,3.33,9.86,2.9,2.14,10.59,2.18,0.64,0.81,0.6,4.85,3.6,5.59,0.12,1.7,1.37,0.8,0.37,0.275922799,0.331094105,2.41,1.007366,8.2,0.21,0.84,1.06,2.15,2.060103262,3.437573368,1.39,1.62,5.680009052,2.220003538,1.06,1.398209,5.6520244,1.6790068,3.7083227,2.720569,2.5807485,1.1095737
